list_title,url,price,area,category,prop_type,prop_title1,prop_title2,bedrooms,bathroom,facilities,size,size_unit
(BOOKING RM1K) FULLY RENOVATED Vista Amani Condo Bandar Sri Permaisuri,https://www.mudah.my/+BOOKING+RM1K+FULLY+RENOVATED+Vista+Amani+Condo+Bandar+Sri+Permaisuri-81781414.htm,430000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio",1101.0,sq.ft.
RIANA GREEN EAST wangsa maju triplex penthouse,https://www.mudah.my/RIANA+GREEN+EAST+wangsa+maju+triplex+penthouse-81931822.htm,1988888,Wangsa Maju,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,5,5,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",5000.0,sq.ft.
THE LINK BUKIT JALIL 3sty shop with lift BELOW MARKET,https://www.mudah.my/THE+LINK+BUKIT+JALIL+3sty+shop+with+lift+BELOW+MARKET-81729446.htm,2888888,Bukit Jalil,Commercial,Shop lot,Freehold,Non Bumi Lot,,,,1650.0,sq.ft.
Teres 2 Tingkat Taman Ehsan [KITCHEN EXTENDED] 3R | 2B,https://www.mudah.my/Teres+2+Tingkat+Taman+Ehsan+KITCHEN+EXTENDED+3R+2B-78300849.htm,419000,Kepong,Houses,Double storey,Leasehold,Bumi Lot,3,2,,1050.0,sq.ft.
[FEW UNIT] Menara Megah | Jalan Ipoh | Sentul | Near LRT | Must View,https://www.mudah.my/+FEW+UNIT+Menara+Megah+Jalan+Ipoh+Sentul+Near+LRT+Must+View-83711473.htm,320000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,,1087.0,sq.ft.
"MayTower KL City Centre , Kuala Lumpur",https://www.mudah.my/MayTower+KL+City+Centre+Kuala+Lumpur-83711453.htm,360000,City Centre,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,1,1,"Swimming Pool, Gymnasium, Mini Market, 24 Hour Security, Balcony/Patio, Cable TV",466.0,sq.ft.
Avare condo fast sale,https://www.mudah.my/Avare+condo+fast+sale-83711449.htm,2500000,Others,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,5,6,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",3800.0,sq.ft.
0% DOWNPAYMENT Court 28 703SF Jalan Ipoh [BELOW MARKET+RENOVATED+NICE],https://www.mudah.my/0+DOWNPAYMENT+Court+28+703SF+Jalan+Ipoh+BELOW+MARKET+RENOVATED+NICE+-82373136.htm,475000,Jalan Ipoh,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",703.0,sq.ft.
[Below Market Value] Taman Pertama Cheras 2sty Connaught Midah Yulek,https://www.mudah.my/+Below+Market+Value+Taman+Pertama+Cheras+2sty+Connaught+Midah+Yulek-83711759.htm,600000,Cheras,Houses,Double storey,Leasehold,Non Bumi Lot,4,3,,1300.0,sq.ft.
"Renovated Seri Mas Condo At Taman Ikhsan, Cheras ,permaisuri",https://www.mudah.my/Renovated+Seri+Mas+Condo+At+Taman+Ikhsan+Cheras+permaisuri-83711397.htm,315000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security",99.0,sq.ft.
KL Setapak Sky awani 4 3room2bath New project wangsarmaju ayer panas,https://www.mudah.my/KL+Setapak+Sky+awani+4+3room2bath+New+project+wangsarmaju+ayer+panas-83711305.htm,300000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",800.0,sq.ft.
FULLY FURNISHED & LOW LEVEL UNIT- Anjung Villa Condo Sentul,https://www.mudah.my/FULLY+FURNISHED+LOW+LEVEL+UNIT+Anjung+Villa+Condo+Sentul-83548882.htm,530000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Tennis Court, Playground, 24 Hour Security, Balcony/Patio",1200.0,sq.ft.
Petaling Indah Condo Sungai Besi- 100% Loan/Mid Floor,https://www.mudah.my/Petaling+Indah+Condo+Sungai+Besi+100+Loan+Mid+Floor-83711431.htm,240000,Sungai Besi,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",850.0,sq.ft.
( STUDIO ) Venice Hill Condo Cheras [ 0% DOWN PAYMENT / 105% LOAN ],https://www.mudah.my/+STUDIO+Venice+Hill+Condo+Cheras+0+DOWN+PAYMENT+105+LOAN+-81624577.htm,166000,Cheras,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,1,1,"Swimming Pool, Gymnasium, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",770.0,sq.ft.
Pangsapuri Melor Sentul/ KL / 5Min To LRT / 100% Loan / Below Market,https://www.mudah.my/Pangsapuri+Melor+Sentul+KL+5Min+To+LRT+100+Loan+Below+Market-83711740.htm,340000,Sentul,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,24 Hour Security,1016.0,sq.ft.
Maxim Citylights Sentul KL,https://www.mudah.my/Maxim+Citylights+Sentul+KL-83711681.htm,360000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Mini Market, Playground, 24 Hour Security, Balcony/Patio",1009.0,sq.ft.
"3 Storey Corner Semi Detached House, Changkat Kiara Rimbun, Mont Kiara",https://www.mudah.my/3+Storey+Corner+Semi+Detached+House+Changkat+Kiara+Rimbun+Mont+Kiara-83711633.htm,3000000,Mont Kiara,Houses,Semi detached,Freehold,Non Bumi Lot,6,5,24 Hour Security,4048.0,sq.ft.
4 Storey Shoplot(Below Market30%)ROI 4.4% Taman Maluri Jalan Jejaka 7,https://www.mudah.my/4+Storey+Shoplot+Below+Market30+ROI+4+4+Taman+Maluri+Jalan+Jejaka+7-81963644.htm,1880000,Cheras,Commercial,Shop lot,Leasehold,Non Bumi Lot,,,,1760.0,sq.ft.
Puchong D'Cahaya For Sell Most Valuable Unit,https://www.mudah.my/Puchong+D+Cahaya+For+Sell+Most+Valuable+Unit-83711626.htm,295000,Puchong,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,,900.0,sq.ft.
3 STOREY SEMI D Jalan UP 3 Ukay Perdana Near Melawati View KLCC & TRX,https://www.mudah.my/3+STOREY+SEMI+D+Jalan+UP+3+Ukay+Perdana+Near+Melawati+View+KLCC+TRX-83711625.htm,1500000,Taman Melawati,Houses,Semi detached,Leasehold,Non Bumi Lot,5,3,24 Hour Security,4402.0,sq.ft.
"[0% DEPOSIT] FULLY RENOVATED Platinum Lake PV15, Setapak",https://www.mudah.my/+0+DEPOSIT+FULLY+RENOVATED+Platinum+Lake+PV15+Setapak-83711247.htm,610000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1655.0,sq.ft.
"MURAH! [NICE RENOVATION] 3R2B - Abadi Indah Apartment, Taman Desa",https://www.mudah.my/MURAH+NICE+RENOVATION+3R2B+Abadi+Indah+Apartment+Taman+Desa-83711201.htm,355000,Taman Desa,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Mini Market, 24 Hour Security, Balcony/Patio",935.0,sq.ft.
KL Cheras Shamelin Sky Residence nice unblocked view,https://www.mudah.my/KL+Cheras+Shamelin+Sky+Residence+nice+unblocked+view-83632717.htm,475000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Playground, 24 Hour Security, Balcony/Patio",668.0,sq.ft.
"Bandar Menjalara, double storey house, Kepong",https://www.mudah.my/Bandar+Menjalara+double+storey+house+Kepong-83711521.htm,850000,Bandar Menjalara,Houses,Double storey,Leasehold,Non Bumi Lot,4,3,"Mini Market, Playground, Jogging Track, 24 Hour Security, Cable TV",1650.0,sq.ft.
"Nicely Renovated and Fully Furnished Casa Idaman, Low Deposit",https://www.mudah.my/Nicely+Renovated+and+Fully+Furnished+Casa+Idaman+Low+Deposit-81848643.htm,400000,Jalan Ipoh,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio",1007.0,sq.ft.
"Nak Jual Cepat. Villa Angsana, Nicely Reno, 1130sqft, 2 Carparks, KL",https://www.mudah.my/Nak+Jual+Cepat+Villa+Angsana+Nicely+Reno+1130sqft+2+Carparks+KL-77851631.htm,415000,Jalan Ipoh,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",1130.0,sq.ft.
"[ HOT !!! Freehold ] Bukit Jalil Brand New Project, Kuala Lumpur,",https://www.mudah.my/+HOT+Freehold+Bukit+Jalil+Brand+New+Project+Kuala+Lumpur+-83408016.htm,620000,Bukit Jalil,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Tennis Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",903.0,sq.ft.
0% DOWNPAYMENT Danau Murni 721SF Taman Desa [ BELOW MARKET+RENO ],https://www.mudah.my/0+DOWNPAYMENT+Danau+Murni+721SF+Taman+Desa+BELOW+MARKET+RENO+-82101255.htm,280000,Taman Desa,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",721.0,sq.ft.
The Havre Condominium Bukit Jalil Partially Furnished,https://www.mudah.my/The+Havre+Condominium+Bukit+Jalil+Partially+Furnished-82356936.htm,530000,Bukit Jalil,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,3,,1023.0,sq.ft.
I-Zen Kiara II Mont Kiara,https://www.mudah.my/I+Zen+Kiara+II+Mont+Kiara-83621831.htm,750000,Mont Kiara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, 24 Hour Security",1088.0,sq.ft.
Three Storey Bungalow Twin Palms Kemensah Taman Melawati,https://www.mudah.my/Three+Storey+Bungalow+Twin+Palms+Kemensah+Taman+Melawati-83535291.htm,3100000,Taman Melawati,Houses,Bungalow / Villa / Cluster houses,Freehold,Non Bumi Lot,6,6,"Playground, 24 Hour Security, Balcony/Patio",4333.0,sq.ft.
Luxury Mont Kiara Banyan Corner Unit 5R4B For Sale,https://www.mudah.my/Luxury+Mont+Kiara+Banyan+Corner+Unit+5R4B+For+Sale-80162462.htm,1500000,Mont Kiara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,5,4,"Swimming Pool, Gymnasium, Tennis Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",2100.0,sq.ft.
